------+-----------------------+-------------+----+---------+------+-----------------------+-------------------------------------------------------------------
 Line | # File           Line | Line Type   | MX |  Reloc  | Size | Address   Object Code |  Source Code                                                      
   51 |  1 Uniprox.asm     50 | Comment     | 11 |         |    0 | 00/8039               | *
   52 |  1 Uniprox.asm     51 | Comment     | 11 |         |    0 | 00/8039               | * Now make the DIB call to the first guy
   53 |  1 Uniprox.asm     52 | Comment     | 11 |         |    0 | 00/8039               | *
   54 |  1 Uniprox.asm     53 | Code        | 11 |         |    3 | 00/8039 : 20 59 81    |               jsr   {ozunid_12}    
   55 |  1 Uniprox.asm     54 | Data        | 11 |         |    1 | 00/803C : 00          |               dfb   {0}            
   56 |  1 Uniprox.asm     55 | Data        | 11 |         |    2 | 00/803D : 61 81       |               dw    {ozunid_14}    
   57 |  1 Uniprox.asm     56 | Code        | 11 |         |    2 | 00/803F : B0 53       |               bcs   {ozunid_4}     
   58 |  1 Uniprox.asm     57 | Comment     | 11 |         |    0 | 00/8041               | *
   59 |  1 Uniprox.asm     58 | Comment     | 11 |         |    0 | 00/8041               | * Got the DIB; now print the name string
   60 |  1 Uniprox.asm     59 | Comment     | 11 |         |    0 | 00/8041               | *
   61 |  1 Uniprox.asm     60 | Code        | 11 |         |    2 | 00/8041 : A2 00       |               ldx   #0             
   62 |  1 Uniprox.asm     61 | Empty       | 11 |         |    0 | 00/8043               | ozunid_2                           
   63 |  1 Uniprox.asm     61 | Equivalence | 11 |         |    0 | 00/8043               | morechars     equ   ozunid_2       
   64 |  1 Uniprox.asm     62 | Code        | 11 |         |    3 | 00/8043 : BD 6B 81    |               lda   DIBName,x      
   65 |  1 Uniprox.asm     63 | Code        | 11 |         |    2 | 00/8046 : 09 80       |               ora   #$80           ;COut wants high Bit set
   66 |  1 Uniprox.asm     64 | Code        | 11 |         |    3 | 00/8048 : 20 ED FD    |               jsr   {$FDED}        ; ASCII
   67 |  1 Uniprox.asm     65 | Code        | 11 |         |    1 | 00/804B : E8          |               inx                  
   68 |  1 Uniprox.asm     66 | Code        | 11 |         |    3 | 00/804C : EC 6A 81    |               cpx   DIBNameLen     
   69 |  1 Uniprox.asm     67 | Code        | 11 |         |    2 | 00/804F : D0 F2       |               bne   {ozunid_2}     
   70 |  1 Uniprox.asm     68 | Empty       | 11 |         |    0 | 00/8051               |                                    
   71 |  1 Uniprox.asm     69 | Code        | 11 |         |    2 | 00/8051 : A2 02       |               ldx   #02            ; Set 2 space
   72 |  1 Uniprox.asm     70 | Code        | 11 |         |    3 | 00/8053 : 20 4A F9    |               jsr   {$F94A}        
   73 |  1 Uniprox.asm     71 | Comment     | 11 |         |    0 | 00/8056               | ** Type **		
   74 |  1 Uniprox.asm     72 | Code        | 11 |         |    3 | 00/8056 : AD 7B 81    |               lda   DIBType        
   75 |  1 Uniprox.asm     73 | Code        | 11 |         |    3 | 00/8059 : 20 DA FD    |               jsr   {$FDDA}        ; HEX form
   76 |  1 Uniprox.asm     74 | Empty       | 11 |         |    0 | 00/805C               |                                    
   77 |  1 Uniprox.asm     75 | Code        | 11 |         |    2 | 00/805C : A2 02       |               ldx   #02            ; Set 2 space
   78 |  1 Uniprox.asm     76 | Code        | 11 |         |    3 | 00/805E : 20 4A F9    |               jsr   {$F94A}        
   79 |  1 Uniprox.asm     77 | Comment     | 11 |         |    0 | 00/8061               | ** Firmware version
   80 |  1 Uniprox.asm     78 | Code        | 11 |         |    2 | 00/8061 : A2 00       |               ldx   #0             
   81 |  1 Uniprox.asm     79 | Empty       | 11 |         |    0 | 00/8063               | ozunid_3                           
   82 |  1 Uniprox.asm     79 | Equivalence | 11 |         |    0 | 00/8063               | morechars2    equ   ozunid_3       
   83 |  1 Uniprox.asm     80 | Code        | 11 |         |    3 | 00/8063 : BD 7D 81    |               lda   DIBVersion,x   
   84 |  1 Uniprox.asm     81 | Code        | 11 |         |    3 | 00/8066 : 20 DA FD    |               jsr   {$FDDA}        ; HEX form
   85 |  1 Uniprox.asm     82 | Code        | 11 |         |    1 | 00/8069 : E8          |               inx                  
   86 |  1 Uniprox.asm     83 | Code        | 11 |         |    2 | 00/806A : E0 02       |               cpx   #$02           ; 2 Byte
   87 |  1 Uniprox.asm     84 | Code        | 11 |         |    2 | 00/806C : D0 F5       |               bne   {ozunid_3}     
   88 |  1 Uniprox.asm     85 | Code        | 11 |         |    3 | 00/806E : 20 ED FD    |               jsr   {$FDED}        
   89 |  1 Uniprox.asm     86 | Empty       | 11 |         |    0 | 00/8071               |                                    
   90 |  1 Uniprox.asm     87 | Code        | 11 |         |    3 | 00/8071 : 20 8E FD    |               jsr   {$FD8E}        
   91 |  1 Uniprox.asm     88 | Code        | 11 |         |    3 | 00/8074 : 20 8E FD    |               jsr   {$FD8E}        
   92 |  1 Uniprox.asm     89 | Comment     | 11 |         |    0 | 00/8077               | ** Wait keypress to continue **
   93 |  1 Uniprox.asm     90 | Comment     | 11 |         |    0 | 00/8077               | *
   94 |  1 Uniprox.asm     91 | Code        | 11 |         |    3 | 00/8077 : 20 1B FD    |               jsr   {$FD1B}        
   95 |  1 Uniprox.asm     92 | Comment     | 11 |         |    0 | 00/807A               | *		
   96 |  1 Uniprox.asm     93 | Comment     | 11 |         |    0 | 00/807A               | *** Eject ***
   97 |  1 Uniprox.asm     94 | Code        | 11 |         |    3 | 00/807A : 20 59 81    |               jsr   {ozunid_12}    
   98 |  1 Uniprox.asm     95 | Data        | 11 |         |    1 | 00/807D : 04          |               dfb   {4}            
   99 |  1 Uniprox.asm     96 | Data        | 11 |         |    2 | 00/807E : 96 81       |               dw    {ozunid_20}    
  100 |  1 Uniprox.asm     97 | Comment     | 11 |         |    0 | 00/8080               | *** Set start HiMain Memory Pointers ***
  101 |  1 Uniprox.asm     98 | Code        | 11 |         |    2 | 00/8080 : A9 20       |               lda   #$20           ; Hi Byte start (//c ram)
  102 |  1 Uniprox.asm     99 | Code        | 11 |         |    2 | 00/8082 : 85 0B       |               sta   {$000B}        ; HiMain=$20 set
  103 |  1 Uniprox.asm    100 | Comment     | 11 |         |    0 | 00/8084               | *** Set Address ***
  104 |  1 Uniprox.asm    101 | Code        | 11 |         |    3 | 00/8084 : 20 59 81    |               jsr   {ozunid_12}    
  105 |  1 Uniprox.asm    102 | Data        | 11 |         |    1 | 00/8087 : 04          |               dfb   {4}            
  106 |  1 Uniprox.asm    103 | Data        | 11 |         |    2 | 00/8088 : 87 81       |               dw    {ozunid_17}    
  107 |  1 Uniprox.asm    104 | Comment     | 11 |         |    0 | 00/808A               | *** Download ***
  108 |  1 Uniprox.asm    105 | Code        | 11 |         |    3 | 00/808A : 20 59 81    |               jsr   {ozunid_12}    
  109 |  1 Uniprox.asm    106 | Data        | 11 |         |    1 | 00/808D : 04          |               dfb   {4}            
  110 |  1 Uniprox.asm    107 | Data        | 11 |         |    2 | 00/808E : 8C 81       |               dw    {ozunid_18}    
  111 |  1 Uniprox.asm    108 | Empty       | 11 |         |    0 | 00/8090               |                                    
  112 |  1 Uniprox.asm    109 | Code        | 11 |         |    3 | 00/8090 : 20 B6 80    |               jsr   RESET          ; Jump the Error routine
  113 |  1 Uniprox.asm    110 | Code        | 11 |         |    1 | 00/8093 : 60          |               rts                  
  114 |  1 Uniprox.asm    111 | Comment     | 11 |         |    0 | 00/8094               | *********************************************
  115 |  1 Uniprox.asm    112 | Empty       | 11 |         |    0 | 00/8094               | ozunid_4                           
  116 |  1 Uniprox.asm    112 | Equivalence | 11 |         |    0 | 00/8094               | Error         equ   ozunid_4       
  117 |  1 Uniprox.asm    113 | Comment     | 11 |         |    0 | 00/8094               | *
  118 |  1 Uniprox.asm    114 | Comment     | 11 |         |    0 | 00/8094               | * There's either no PC around, or there was no give message
  119 |  1 Uniprox.asm    115 | Comment     | 11 |         |    0 | 00/8094               | *
  120 |  1 Uniprox.asm    116 | Code        | 11 |         |    2 | 00/8094 : A2 00       |               ldx   #0             
  121 |  1 Uniprox.asm    117 | Empty       | 11 |         |    0 | 00/8096               | ozunid_5                           
  122 |  1 Uniprox.asm    117 | Equivalence | 11 |         |    0 | 00/8096               | err1          equ   ozunid_5       
  123 |  1 Uniprox.asm    118 | Code        | 11 |         |    3 | 00/8096 : BD A2 80    |               lda   Message,x      
  124 |  1 Uniprox.asm    119 | Code        | 11 |         |    2 | 00/8099 : F0 06       |               beq   {ozunid_6}     
  125 |  1 Uniprox.asm    120 | Code        | 11 |         |    3 | 00/809B : 20 ED FD    |               jsr   {$FDED}        
  126 |  1 Uniprox.asm    121 | Code        | 11 |         |    1 | 00/809E : E8          |               inx                  
  127 |  1 Uniprox.asm    122 | Code        | 11 |         |    2 | 00/809F : D0 F5       |               bne   {ozunid_5}     
  128 |  1 Uniprox.asm    123 | Comment     | 11 |         |    0 | 00/80A1               | *
  129 |  1 Uniprox.asm    124 | Empty       | 11 |         |    0 | 00/80A1               | ozunid_6                           
  130 |  1 Uniprox.asm    124 | Equivalence | 11 |         |    0 | 00/80A1               | errout        equ   ozunid_6       
  131 |  1 Uniprox.asm    125 | Code        | 11 |         |    1 | 00/80A1 : 60          |               rts                  
  132 |  1 Uniprox.asm    126 | Comment     | 11 |         |    0 | 00/80A2               | *
  133 |  1 Uniprox.asm    127 | Data        | 11 |         |   18 | 00/80A2 : 4E 4F 20 50 | Message       asc   'NO PC OR NO DEVICE'
      |                       |             |    |         |      |           43 20 4F 52 |
      |                       |             |    |         |      |           20 4E 4F 20 |
      |                       |             |    |         |      |           44 45 56 49 |
      |                       |             |    |         |      |           43 45       |
  134 |  1 Uniprox.asm    128 | Data        | 11 |         |    2 | 00/80B4 : 8D 00       |               dfb   $8D,0          
  135 |  1 Uniprox.asm    129 | Comment     | 11 |         |    0 | 00/80B6               | *********************************************   		
  136 |  1 Uniprox.asm    130 | Empty       | 11 |         |    0 | 00/80B6               |                                    
  137 |  1 Uniprox.asm    131 | Comment     | 11 |         |    0 | 00/80B6               | *** Set and Reset LoMain Memory Counter ***
  138 |  1 Uniprox.asm    132 | Code        | 11 |         |    2 | 00/80B6 : A2 FF       | RESET         ldx   #$FF           ;Lo Byte start One more before $00 (//c ram)
  139 |  1 Uniprox.asm    133 | Code        | 11 |         |    1 | 00/80B8 : 18          |               clc                  
  140 |  1 Uniprox.asm    134 | Code        | 11 |         |    3 | 00/80B9 : AC A1 81    |               ldy   Y_reg          ; 1 time $DF --> Y
  141 |  1 Uniprox.asm    135 | Code        | 11 |         |    1 | 00/80BC : C8          |               iny                  ; Y+ --> $FF
  142 |  1 Uniprox.asm    136 | Code        | 11 |         |    3 | 00/80BD : 8C A1 81    |               sty   Y_reg          ; Y --> Y_reg Uni=$FF
  143 |  1 Uniprox.asm    137 | Comment     | 11 |         |    0 | 00/80C0               | *** Execute ***
  144 |  1 Uniprox.asm    138 | Code        | 11 |         |    1 | 00/80C0 : E8          | EXEC          inx                  
  145 |  1 Uniprox.asm    139 | Code        | 11 |         |    2 | 00/80C1 : 86 0A       |               stx   {$000A}        ; 1 time set LowMain=$00
  146 |  1 Uniprox.asm    140 | Code        | 11 |         |    3 | 00/80C3 : 8E A0 81    |               stx   X_reg          
  147 |  1 Uniprox.asm    141 | Code        | 11 |         |    3 | 00/80C6 : 20 59 81    |               jsr   {ozunid_12}    
  148 |  1 Uniprox.asm    142 | Data        | 11 |         |    1 | 00/80C9 : 04          |               dfb   {4}            
  149 |  1 Uniprox.asm    143 | Data        | 11 |         |    2 | 00/80CA : 91 81       |               dw    {ozunid_19}    
  150 |  1 Uniprox.asm    144 | Code        | 11 |         |    3 | 00/80CC : 20 59 81    | READ          jsr   {ozunid_12}    
  151 |  1 Uniprox.asm    145 | Data        | 11 |         |    1 | 00/80CF : 00          |               dfb   {0}            
  152 |  1 Uniprox.asm    146 | Data        | 11 |         |    2 | 00/80D0 : 5C 81       |               dw    {ozunid_13}    
  153 |  1 Uniprox.asm    147 | Code        | 11 |         |    2 | 00/80D2 : B0 C0       |               bcs   {ozunid_4}     
  154 |  1 Uniprox.asm    148 | Comment     | 11 |         |    0 | 00/80D4               | *
  155 |  1 Uniprox.asm    149 | Comment     | 11 |         |    0 | 00/80D4               | **** Screen Output ****
  156 |  1 Uniprox.asm    150 | Comment     | 11 |         |    0 | 00/80D4               | *		
  157 |  1 Uniprox.asm    151 | Comment     | 11 |         |    0 | 00/80D4               | *** Accumulator ***
  158 |  1 Uniprox.asm    152 | Code        | 11 |         |    3 | 00/80D4 : AD 82 81    |               lda   UNIAcc_reg     
  159 |  1 Uniprox.asm    153 | Code        | 11 |         |    3 | 00/80D7 : 20 ED FD    |               jsr   {$FDED}        ; Out the ASCII value
  160 |  1 Uniprox.asm    154 | Code        | 11 |         |    2 | 00/80DA : A2 03       |               ldx   #03            ; Set 3 space
  161 |  1 Uniprox.asm    155 | Code        | 11 |         |    3 | 00/80DC : 20 4A F9    |               jsr   {$F94A}        
  162 |  1 Uniprox.asm    156 | Comment     | 11 |         |    0 | 00/80DF               | *** Y Register ***
  163 |  1 Uniprox.asm    157 | Code        | 11 |         |    3 | 00/80DF : AD 84 81    |               lda   UNIY_reg       
  164 |  1 Uniprox.asm    158 | Code        | 11 |         |    3 | 00/80E2 : 20 DA FD    |               jsr   {$FDDA}        
  165 |  1 Uniprox.asm    159 | Comment     | 11 |         |    0 | 00/80E5               | *** X Register ***
  166 |  1 Uniprox.asm    160 | Code        | 11 |         |    3 | 00/80E5 : AD 83 81    |               lda   UNIX_reg       
  167 |  1 Uniprox.asm    161 | Code        | 11 |         |    3 | 00/80E8 : 20 DA FD    |               jsr   {$FDDA}        
  168 |  1 Uniprox.asm    162 | Code        | 11 |         |    2 | 00/80EB : A2 01       |               ldx   #01            ; Set one space
  169 |  1 Uniprox.asm    163 | Code        | 11 |         |    3 | 00/80ED : 20 4A F9    |               jsr   {$F94A}        
  170 |  1 Uniprox.asm    164 | Comment     | 11 |         |    0 | 00/80F0               | *** Process Status ***
  171 |  1 Uniprox.asm    165 | Code        | 11 |         |    3 | 00/80F0 : AD 85 81    |               lda   UNIP_val       
  172 |  1 Uniprox.asm    166 | Code        | 11 |         |    3 | 00/80F3 : 20 DA FD    |               jsr   {$FDDA}        
  173 |  1 Uniprox.asm    167 | Code        | 11 |         |    2 | 00/80F6 : A2 05       |               ldx   #05            ; Set five space
  174 |  1 Uniprox.asm    168 | Code        | 11 |         |    3 | 00/80F8 : 20 4A F9    |               jsr   {$F94A}        
  175 |  1 Uniprox.asm    169 | Comment     | 11 |         |    0 | 00/80FB               | ** //c Memory store adress **
  176 |  1 Uniprox.asm    170 | Code        | 11 |         |    2 | 00/80FB : A5 0B       |               lda   {$000B}        
  177 |  1 Uniprox.asm    171 | Code        | 11 |         |    3 | 00/80FD : 20 DA FD    |               jsr   {$FDDA}        
  178 |  1 Uniprox.asm    172 | Code        | 11 |         |    2 | 00/8100 : A5 0A       |               lda   {$000A}        
  179 |  1 Uniprox.asm    173 | Code        | 11 |         |    3 | 00/8102 : 20 DA FD    |               jsr   {$FDDA}        
  180 |  1 Uniprox.asm    174 | Code        | 11 |         |    3 | 00/8105 : 20 8E FD    |               jsr   {$FD8E}        
  181 |  1 Uniprox.asm    175 | Comment     | 11 |         |    0 | 00/8108               | **** Store in //c Main Memory ****
  182 |  1 Uniprox.asm    176 | Code        | 11 |         |    3 | 00/8108 : AE A0 81    |               ldx   X_reg          
  183 |  1 Uniprox.asm    177 | Code        | 11 |         |    3 | 00/810B : AD 82 81    |               lda   UNIAcc_reg     ;#$FB Test
  184 |  1 Uniprox.asm    178 | Code        | 11 |         |    2 | 00/810E : A0 00       |               ldy   #0             
  185 |  1 Uniprox.asm    179 | Code        | 11 |         |    2 | 00/8110 : 91 0A       |               sta   ({$000A}),y    
  186 |  1 Uniprox.asm    180 | Code        | 11 |         |    3 | 00/8112 : EC 17 81    |               cpx   UNIL_End       
  187 |  1 Uniprox.asm    181 | Code        | 11 |         |    2 | 00/8115 : D0 A9       |               bne   EXEC           
  188 |  1 Uniprox.asm    182 | Data        | 11 |         |    1 | 00/8117 : FF          | UNIL_End      dfb   $FF            ; Lo Byte stop (Unidisk) - $C0 for zero page
  189 |  1 Uniprox.asm    183 | Comment     | 11 |         |    0 | 00/8118               | *** Increment HiMain ***
  190 |  1 Uniprox.asm    184 | Code        | 11 |         |    2 | 00/8118 : E6 0B       |               inc   {$000B}        
  191 |  1 Uniprox.asm    185 | Code        | 11 |         |    3 | 00/811A : AC A1 81    |               ldy   Y_reg          
  192 |  1 Uniprox.asm    186 | Code        | 11 |         |    3 | 00/811D : CC 22 81    |               cpy   UNIH_End       
  193 |  1 Uniprox.asm    187 | Code        | 11 |         |    2 | 00/8120 : D0 94       |               bne   RESET          
  194 |  1 Uniprox.asm    188 | Data        | 11 |         |    1 | 00/8122 : FF          | UNIH_End      dfb   $FF            ; Hi Byte stop (Unidisk) - $00 for zero page
  195 |  1 Uniprox.asm    189 | Comment     | 11 |         |    0 | 00/8123               | *
  196 |  1 Uniprox.asm    190 | Code        | 11 |         |    1 | 00/8123 : 60          |               rts                  
  197 |  1 Uniprox.asm    191 | Empty       | 11 |         |    0 | 00/8124               |                                    
  198 |  1 Uniprox.asm    192 | Comment     | 11 |         |    0 | 00/8124               | ******************************************************
  199 |  1 Uniprox.asm    193 | Empty       | 11 |         |    0 | 00/8124               | ozunid_7                           
  200 |  1 Uniprox.asm    193 | Equivalence | 11 |         |    0 | 00/8124               | FindPC        equ   ozunid_7       
  201 |  1 Uniprox.asm    194 | Comment     | 11 |         |    0 | 00/8124               | *
  202 |  1 Uniprox.asm    195 | Comment     | 11 |         |    0 | 00/8124               | * Search slot 7 to slot 1 looking for signature bytes
  203 |  1 Uniprox.asm    196 | Comment     | 11 |         |    0 | 00/8124               | *
  204 |  1 Uniprox.asm    197 | Code        | 11 |         |    2 | 00/8124 : A2 07       |               ldx   #7             ;Do for seven slots
  205 |  1 Uniprox.asm    198 | Code        | 11 |         |    2 | 00/8126 : A9 C7       |               lda   #$C7           
  206 |  1 Uniprox.asm    199 | Code        | 11 |         |    2 | 00/8128 : 85 07       |               sta   {$0007}        
  207 |  1 Uniprox.asm    200 | Code        | 11 |         |    2 | 00/812A : A9 00       |               lda   #$00           
  208 |  1 Uniprox.asm    201 | Code        | 11 |         |    2 | 00/812C : 85 06       |               sta   {$0006}        
  209 |  1 Uniprox.asm    202 | Comment     | 11 |         |    0 | 00/812E               | *
  210 |  1 Uniprox.asm    203 | Empty       | 11 |         |    0 | 00/812E               | ozunid_8                           
  211 |  1 Uniprox.asm    203 | Equivalence | 11 |         |    0 | 00/812E               | newslot       equ   ozunid_8       
  212 |  1 Uniprox.asm    204 | Code        | 11 |         |    2 | 00/812E : A0 07       |               ldy   #7             
  213 |  1 Uniprox.asm    205 | Comment     | 11 |         |    0 | 00/8130               | *
  214 |  1 Uniprox.asm    206 | Empty       | 11 |         |    0 | 00/8130               | ozunid_9                           
  215 |  1 Uniprox.asm    206 | Equivalence | 11 |         |    0 | 00/8130               | again         equ   ozunid_9       
  216 |  1 Uniprox.asm    207 | Code        | 11 |         |    2 | 00/8130 : B1 06       |               lda   ({$0006}),y    
  217 |  1 Uniprox.asm    208 | Code        | 11 |         |    3 | 00/8132 : D9 51 81    |               cmp   sigtab,y       ;One for byte signature
  218 |  1 Uniprox.asm    209 | Code        | 11 |         |    2 | 00/8135 : F0 07       |               beq   {ozunid_10}    ;Found one signature byte
  219 |  1 Uniprox.asm    210 | Code        | 11 |         |    2 | 00/8137 : C6 07       |               dec   {$0007}        
  220 |  1 Uniprox.asm    211 | Code        | 11 |         |    1 | 00/8139 : CA          |               dex                  
  221 |  1 Uniprox.asm    212 | Code        | 11 |         |    2 | 00/813A : D0 F2       |               bne   {ozunid_8}     
  222 |  1 Uniprox.asm    213 | Comment     | 11 |         |    0 | 00/813C               | *
  223 |  1 Uniprox.asm    214 | Comment     | 11 |         |    0 | 00/813C               | * if we get here, no PC find
  224 |  1 Uniprox.asm    215 | Code        | 11 |         |    1 | 00/813C : 38          |               sec                  
  225 |  1 Uniprox.asm    216 | Code        | 11 |         |    1 | 00/813D : 60          |               rts                  
  226 |  1 Uniprox.asm    217 | Comment     | 11 |         |    0 | 00/813E               | *
  227 |  1 Uniprox.asm    218 | Comment     | 11 |         |    0 | 00/813E               | * if we get here, no byte find on PC
  228 |  1 Uniprox.asm    219 | Empty       | 11 |         |    0 | 00/813E               | ozunid_10                          
  229 |  1 Uniprox.asm    219 | Equivalence | 11 |         |    0 | 00/813E               | maybe         equ   ozunid_10      
  230 |  1 Uniprox.asm    220 | Code        | 11 |         |    1 | 00/813E : 88          |               dey                  
  231 |  1 Uniprox.asm    221 | Code        | 11 |         |    1 | 00/813F : 88          |               dey                  ;if N=1 then all sig bytes OK
  232 |  1 Uniprox.asm    222 | Code        | 11 |         |    2 | 00/8140 : 10 EE       |               bpl   {ozunid_9}     
  233 |  1 Uniprox.asm    223 | Comment     | 11 |         |    0 | 00/8142               | * Found PC interface. Set up call address.
  234 |  1 Uniprox.asm    224 | Comment     | 11 |         |    0 | 00/8142               | * we already have high byte ($CN), we need low byte
  235 |  1 Uniprox.asm    225 | Comment     | 11 |         |    0 | 00/8142               | *
  236 |  1 Uniprox.asm    226 | Empty       | 11 |         |    0 | 00/8142               | ozunid_11                          
  237 |  1 Uniprox.asm    226 | Equivalence | 11 |         |    0 | 00/8142               | foundPC       equ   ozunid_11      
  238 |  1 Uniprox.asm    227 | Code        | 11 |         |    2 | 00/8142 : A9 FF       |               lda   #$FF           
  239 |  1 Uniprox.asm    228 | Code        | 11 |         |    2 | 00/8144 : 85 06       |               sta   {$0006}        
